,UNIVERSITY NAME,STATUS,TARGET MAJOR,TERM,GRE(Q),GRE(V),GRE(AWA),GRE(TOTAL),TOEFL IELTS,UG COLLEGE,UG MAJOR,CGPA,PAPERS,WORK EXPERIENCE
583,"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2020,168,160,4.5,328,100,IIT Roorkee,EEE,7.61,1,31 Mo
584,"University of Illinois, Urbana Champaign",Reject,Computer Science,Fall 2019,170,156,4.5,326,116,IIT Roorkee,Computer Science,8.78,N/A,30 Mo
585,Georgia Institute of Technology,Admit,Supply Chain Management,Fall 2019,165,159,3,324,106,IIT Roorkee,Mechanical Engineering,7.75,N/A,50 Mo
586,"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2016,169,155,3.5,324,106,IIT Roorkee,Computer Science,8.19,N/A,0 Mo
587,Carnegie Mellon University,Reject,Computer Science,Fall 2017,170,164,4,334,108,IIT Roorkee,EEE,8.46,N/A,0 Mo
588,"University of Texas, Austin",Reject,Computer Engineering,Fall 2019,170,159,4,329,111,IIT Roorkee,EEE,9.7,2,19 Mo
589,"University of Maryland, College Park",Reject,Electrical & Computer Engineering,Fall 2020,170,164,4,334,115,IIT Roorkee,EEE,7.71,N/A,0 Mo
590,"Texas A&M University, College Station",Admit,Computer Science,Fall 2017,170,155,4,325,116,IIT Roorkee,ECE,8.5,N/A,0 Mo
591,"University of Illinois, Urbana Champaign",Reject,Computer Science,Fall 2020,170,156,3.5,326,108,IIT Roorkee,Computer Science,9.19,N/A,19 Mo
592,"Texas A&M University, College Station",Admit,Chemical Engineering,Fall 2017,167,155,3,322,106,IIT Roorkee,Chemical Engineering,8.21,N/A,13 Mo
593,Georgia Institute of Technology,Reject,Data Analytics,Fall 2019,N/A,N/A,N/A,N/A,114,IIT Roorkee,EEE,8.18,N/A,53 Mo
594,"University of Illinois, Urbana Champaign",Reject,Computer Science,Fall 2017,170,164,4,334,108,IIT Roorkee,EEE,8.46,N/A,0 Mo
595,"University of Maryland, College Park",Reject,Software Engineering,Fall 2016,170,160,4,330,115,IIT Roorkee,EEE,8.04,N/A,0 Mo
596,Georgia Institute of Technology,Reject,Computer Science,Fall 2019,167,155,3.5,322,105,IIT Roorkee,ECE,8.55,N/A,0 Mo
597,"University of California, Davis",Admit,Computer Science,Fall 2019,170,163,3.5,333,112,IIT Roorkee,Metallurgical Engineering,8.36,N/A,0 Mo
598,"University of Massachusetts, Amherst",Admit,Computer Science,Fall 2019,170,156,4.5,326,116,IIT Roorkee,Computer Science,8.78,N/A,30 Mo
599,"University of Michigan, Ann Arbor",Reject,Data Science,Fall 2019,168,157,4,325,106,IIT Roorkee,EEE,6.94,N/A,5 Mo
600,University of Pennsylvania,Reject,Data Science,Fall 2019,169,162,4,331,106,IIT Roorkee,Chemical Engineering,8.57,N/A,16 Mo
601,"University of Michigan, Ann Arbor",Admit,Data Science,Fall 2020,169,158,4,327,114,IIT Guwahati,EEE,9.12,N/A,0 Mo
602,"University of California, San Diego",Reject,Electrical & Computer Engineering,Fall 2019,168,150,3,318,N/A,IIT Guwahati,EEE,7.96,N/A,29 Mo
603,University of Montreal,Reject,Computer Science,Fall 2019,169,149,3,318,103,IIT Guwahati,EEE,8.74,N/A,17 Mo
604,"University of North Carolina, Chapel Hill",Reject,Computer Science,Fall 2019,168,155,3.5,323,103,IIT Guwahati,ECE,7.6,N/A,0 Mo
605,"University of Texas, Austin",Reject,Computer Engineering,Fall 2013,169,157,3,326,106,IIT Guwahati,Computer Science,9.5,N/A,0 Mo
606,"Purdue University, West Lafayette",Reject,Electrical & Computer Engineering,Fall 2018,166,150,4,316,105,IIT Guwahati,Physics,7.93,0,0 Mo
607,Arizona State University,Reject,Electrical Engineering,Fall 2018,169,160,5,329,116,IIT Guwahati,ECE,7.48,N/A,30 Mo
608,"University of Massachusetts, Amherst",Admit,Electrical & Computer Engineering,Fall 2018,166,150,4,316,105,IIT Guwahati,Physics,7.93,0,0 Mo
609,"University of California, San Diego",Reject,Computer Science,Fall 2013,169,157,3,326,106,IIT Guwahati,Computer Science,9.5,N/A,0 Mo
610,"State University of New York, Buffalo",Admit,Computer Science,Fall 2019,165,147,3,312,94,IIT Guwahati,Computer Science,8.21,0,0 Mo
611,Carnegie Mellon University,Admit,Electrical & Computer Engineering,Fall 2017,169,146,3,315,95,IIT Guwahati,EEE,8.55,N/A,0 Mo
612,Pennsylvania State University,Reject,Materials Science & Engineering,Fall 2019,170,158,4,328,110,IIT Guwahati,Physics,7.04,1,0 Mo
613,New York University,Reject,Data Science,Fall 2020,165,158,4,323,114,IIT Guwahati,ECE,7.36,N/A,16 Mo
614,New York University,Reject,Data Science,Fall 2019,168,150,3,318,N/A,IIT Guwahati,EEE,7.96,N/A,29 Mo
615,Carnegie Mellon University,Reject,Data Science,Fall 2020,165,152,4,317,113,IIT Guwahati,Mechanical Engineering,8.89,N/A,52 Mo
616,"State University of New York, Buffalo",Admit,Computer Science,Fall 2016,168,166,4,334,118,IIT Guwahati,ECE,7,N/A,0 Mo
617,"KTH, Royal Institute of Technology",Admit,Aerospace Engineering,Fall 2020,169,148,4,317,100,IIT Guwahati,Mechanical Engineering,7.35,N/A,0 Mo
618,Oregon State University,Reject,Robotics,Fall 2020,165,165,4,330,N/A,IIT Guwahati,Mechanical Engineering,7.4,N/A,0 Mo
619,Columbia University,Admit,Computer Science,Fall 2020,170,156,4,326,110,IIT Guwahati,Mathematics,8.06,N/A,6 Mo
620,"University of Texas, Austin",Reject,Materials Science & Engineering,Fall 2019,170,158,4,328,110,IIT Guwahati,Physics,7.04,1,0 Mo
621,"University of California, San Diego",Reject,Computer Science,Fall 2019,166,160,4,326,115,IIT Guwahati,ECE,8.58,N/A,19 Mo
622,University of Toronto,Reject,Applied Computing,Fall 2020,170,156,4,326,110,IIT Guwahati,Mathematics,8.06,N/A,6 Mo
623,ETH Zurich,Admit,Computer Science,Fall 2019,165,153,N/A,318,104,IIT Guwahati,ECE,9.16,2,17 Mo
624,University of Pennsylvania,Reject,Electrical Engineering,Fall 2019,166,149,4,315,101,IIT Guwahati,Physics,8.46,1,4 Mo
625,"University of California, Irvine",Reject,Software Engineering,Fall 2018,168,157,4.5,325,113,IIT Guwahati,ECE,8.09,4,30 Mo
626,Cornell University,Reject,Computer Science,Fall 2018,168,157,4.5,325,113,IIT Guwahati,ECE,8.09,4,30 Mo
627,"Texas A&M University, College Station",Admit,Electrical Engineering,Fall 2018,166,150,4,316,105,IIT Guwahati,Physics,7.93,0,0 Mo
628,Georgia Institute of Technology,Reject,Data Analytics,Fall 2020,165,152,4,317,113,IIT Guwahati,Mechanical Engineering,8.89,N/A,52 Mo
629,Ludwig Maximilian University of Munich,Admit,Chemistry,Fall 2018,N/A,N/A,N/A,N/A,108,IIT Guwahati,Chemical Engineering,8.4,N/A,0 Mo
630,"University of California, Santa Barbara",Reject,Computer Science,Fall 2018,168,159,3.5,327,112,IIT Guwahati,Computer Science,6.22,N/A,0 Mo
631,North Carolina State University,Reject,Mechanical Engineering,Fall 2015,161,147,0,308,99,IIT Guwahati,Mechanical Engineering,8,N/A,0 Mo
632,"University of Massachusetts, Amherst",Admit,Computer Science,Fall 2020,170,156,4,326,110,IIT Guwahati,Computer Science,8.72,N/A,30 Mo
633,"Texas A&M University, College Station",Admit,Computer Science,Fall 2019,166,156,3.5,322,110,IIT Guwahati,ECE,8.34,N/A,19 Mo
634,"Purdue University, West Lafayette",Reject,Computer Science,Fall 2018,168,157,4.5,325,113,IIT Guwahati,ECE,8.09,4,30 Mo
635,RWTH Aachen University,Admit,Electrical & Computer Engineering,Fall 2020,170,148,3,318,8,IIT Guwahati,ECE,7.86,N/A,28 Mo
636,"Indiana University, Bloomington",Admit,Data Science,Fall 2018,166,152,3,318,N/A,IIT Guwahati,Physics,78,N/A,29 Mo
637,University of Washington,Reject,Data Science,Fall 2020,165,158,4,323,114,IIT Guwahati,ECE,7.36,N/A,16 Mo
638,"University of California, San Diego",Reject,Computer Science,Fall 2018,168,157,4.5,325,113,IIT Guwahati,ECE,8.09,4,30 Mo
639,Louisiana State University and A&M College,Admit,Data Analytics,Fall 2018,168,143,3,311,0,IIT Guwahati,ECE,6.45,0,23 Mo
640,"University of Illinois, Urbana Champaign",Reject,Computer Science,Fall 2019,169,149,3,318,103,IIT Guwahati,EEE,8.74,N/A,17 Mo
641,"University of California, San Diego",Admit,Electrical & Computer Engineering,Fall 2019,166,149,4,315,101,IIT Guwahati,Physics,8.46,1,4 Mo
642,Georgia Institute of Technology,Admit,Computer Science,Fall 2020,168,163,4.5,331,114,IIT Guwahati,EEE,7.59,1,30 Mo
643,Carnegie Mellon University,Reject,Data Science,Fall 2019,170,162,4,332,115,IIT Guwahati,Mathematics,8.81,N/A,19 Mo
644,New York University,Admit,Data Science,Fall 2017,170,155,4.5,325,115,IIT Guwahati,Computer Science,8.35,N/A,0 Mo
645,Pennsylvania State University,Reject,Computer Science,Fall 2013,169,157,3,326,106,IIT Guwahati,Computer Science,9.5,N/A,0 Mo
646,"State University of New York, Stony Brook",Admit,Computer Science,Fall 2018,168,157,4.5,325,113,IIT Guwahati,ECE,8.09,4,30 Mo
647,"University of California, San Diego",Admit,Computer Science,Fall 2019,170,153,4,323,109,IIT Guwahati,Computer Science,9.42,1,17 Mo
648,"Purdue University, West Lafayette",Admit,Electrical & Computer Engineering,Fall 2020,169,158,4,327,114,IIT Guwahati,EEE,9.12,N/A,0 Mo
649,Columbia University,Reject,Data Science,Fall 2019,168,150,3,318,N/A,IIT Guwahati,EEE,7.96,N/A,29 Mo
650,Virginia Tech University,Admit,Computer Science,Fall 2018,169,160,5,329,116,IIT Guwahati,ECE,7.48,N/A,30 Mo
651,"University of Texas, Dallas",Admit,Computer Science,Fall 2018,163,152,5,315,101,IIT Guwahati,Computer Science,9.2,N/A,0 Mo
652,Johns Hopkins University,Admit,Information Systems,Fall 2017,169,146,3,315,95,IIT Guwahati,EEE,8.55,N/A,0 Mo
653,Ohio State University,Admit,Computer Science,Fall 2016,170,160,3,330,109,IIT Guwahati,Computer Science,8.36,N/A,0 Mo
654,McGill University,Reject,Aerospace Engineering,Fall 2020,169,148,4,317,100,IIT Guwahati,Mechanical Engineering,7.35,N/A,0 Mo
655,"University of Massachusetts, Lowell",Admit,Computer Engineering,Fall 2017,149,160,2.5,309,95,IIT Guwahati,Physics,7.96,N/A,0 Mo
656,University of Washington,Admit,Mechanical Engineering,Fall 2020,165,165,4,330,N/A,IIT Guwahati,Mechanical Engineering,7.4,N/A,0 Mo
657,"University of Texas, Dallas",Admit,Computer Science,Fall 2019,167,152,4,319,110,IIT Guwahati,Civil Engineering,7.84,N/A,0 Mo
658,"University of California, Los Angeles",Reject,Electrical Engineering,Fall 2019,166,149,4,315,101,IIT Guwahati,Physics,8.46,1,4 Mo
659,"University of Texas, Dallas",Admit,Mechanical Engineering,Spring 2016,170,164,3.5,334,110,IIT Guwahati,Mechanical Engineering,6.72,N/A,0 Mo
660,University of Pennsylvania,Reject,Data Science,Fall 2019,168,155,3.5,323,103,IIT Guwahati,ECE,7.6,N/A,0 Mo
661,Delft University of Technology,Reject,Aerospace Engineering,Fall 2020,169,148,4,317,100,IIT Guwahati,Mechanical Engineering,7.35,N/A,0 Mo
662,"University of Texas, Dallas",Admit,Computer Science,Fall 2019,165,148,4,313,102,IIT Guwahati,Civil Engineering,6.59,4,27 Mo
663,"Indiana University, Bloomington",Reject,Data Science,Fall 2018,167,161,4,328,111,IIT Guwahati,Civil Engineering,6.13,N/A,0 Mo
664,"University of Texas, Austin",Reject,Software Engineering,Fall 2019,168,157,3.5,325,111,IIT Guwahati,Chemical Engineering,8.54,N/A,0 Mo
665,"University of Wisconsin, Madison",Admit,Bioinformatics,Fall 2017,167,153,3,320,109,IIT Guwahati,ECE,8.29,N/A,0 Mo
666,University of Southern California,Reject,Computer Science,Fall 2018,168,157,4.5,325,113,IIT Guwahati,ECE,8.09,4,30 Mo
667,Worcester Polytechnic Institute,Admit,Robotics,Fall 2017,170,161,3.5,331,105,IIT Guwahati,EEE,8.62,N/A,0 Mo
668,"University of Massachusetts, Amherst",Admit,Computer Science,Fall 2018,170,152,N/A,322,106,IIT Guwahati,Computer Science,9.3,N/A,6 Mo
669,Georgia Institute of Technology,Reject,Computer Science,Fall 2019,170,162,4,332,115,IIT Guwahati,Mathematics,8.81,N/A,19 Mo
670,Michigan Technological University,Admit,Mechanical Engineering,Fall 2015,161,147,0,308,99,IIT Guwahati,Mechanical Engineering,8,N/A,0 Mo
671,"Texas A&M University, College Station",Reject,Computer Science,Fall 2019,163,155,3,318,107,IIT Guwahati,Mathematics,7.38,N/A,43 Mo
672,New York University,Reject,Data Science,Fall 2020,165,152,4,317,113,IIT Guwahati,Mechanical Engineering,8.89,N/A,52 Mo
673,"Purdue University, West Lafayette",Reject,Materials Science & Engineering,Fall 2019,170,158,4,328,110,IIT Guwahati,Physics,7.04,1,0 Mo
674,"University of Michigan, Ann Arbor",Admit,Electrical & Computer Engineering,Fall 2019,170,158,4,328,109,IIT Guwahati,ECE,9.03,N/A,19 Mo
675,Colorado School of Mines,Admit,Electrical Engineering,Fall 2017,170,161,3.5,331,105,IIT Guwahati,EEE,8.62,N/A,0 Mo
676,"University of California, Berkeley",Reject,Computer Science,Fall 2013,169,157,3,326,106,IIT Guwahati,Computer Science,9.5,N/A,0 Mo
677,University of Alberta,Reject,Computing Science,Fall 2019,169,149,3,318,103,IIT Guwahati,EEE,8.74,N/A,17 Mo
678,Northeastern University,Reject,Data Science,Fall 2018,167,161,4,328,111,IIT Guwahati,Civil Engineering,6.13,N/A,0 Mo
679,University of Alberta,Reject,Computing Science,Fall 2018,169,160,5,329,116,IIT Guwahati,ECE,7.48,N/A,30 Mo
680,"University of Michigan, Ann Arbor",Reject,Electrical & Computer Engineering,Fall 2019,166,160,4,326,115,IIT Guwahati,ECE,8.58,N/A,19 Mo
681,"University of Maryland, College Park",Reject,Computer Science,Fall 2019,165,148,4,313,102,IIT Guwahati,Civil Engineering,6.59,4,27 Mo
682,"University of California, San Diego",Admit,Computer Science,Fall 2020,168,163,3,331,114,IIT Guwahati,Computer Science,8.48,N/A,0 Mo
683,"Purdue University, West Lafayette",Admit,Business Analytics and Information Syste,Fall 2020,165,158,4,323,114,IIT Guwahati,ECE,7.36,N/A,16 Mo
684,Ohio State University,Admit,Computer Science,Fall 2017,152,167,3.5,319,107,IIT Guwahati,ECE,7.58,N/A,0 Mo
685,Carnegie Mellon University,Admit,Robotics,Fall 2019,166,160,4,326,115,IIT Guwahati,ECE,8.58,N/A,19 Mo
686,New York University,Admit,Data Science,Fall 2019,170,162,4,332,115,IIT Guwahati,Mathematics,8.81,N/A,19 Mo
687,"University of California, San Diego",Admit,Electrical & Computer Engineering,Fall 2019,166,160,4,326,115,IIT Guwahati,ECE,8.58,N/A,19 Mo
688,University of Toronto,Reject,Computer Science,Fall 2019,169,149,3,318,103,IIT Guwahati,EEE,8.74,N/A,17 Mo
689,"University of Wisconsin, Madison",Admit,Electrical Engineering,Fall 2020,170,157,4,327,112,IIT Guwahati,EEE,8.7,N/A,0 Mo
690,Ecole Polytechnique,Admit,Computer Science,Fall 2018,165,149,3,314,98,IIT Guwahati,Computer Science,9.06,N/A,0 Mo
691,Boston University,Reject,Computer Science,Fall 2018,169,160,5,329,116,IIT Guwahati,ECE,7.48,N/A,30 Mo
692,Simon Fraser University,Reject,Computing Science,Fall 2019,169,149,3,318,103,IIT Guwahati,EEE,8.74,N/A,17 Mo
693,"University of California, San Diego",Admit,Computer Science,Fall 2019,170,162,4,332,115,IIT Guwahati,Mathematics,8.81,N/A,19 Mo
694,University of Virginia,Reject,Computer Science,Fall 2018,168,159,3.5,327,112,IIT Guwahati,Computer Science,6.22,N/A,0 Mo
695,Ohio State University,Reject,Computer Science,Fall 2017,163,148,3.5,311,111,IIT Guwahati,ECE,60,1,4 Mo
696,"Texas A&M University, College Station",Admit,Electrical Engineering,Fall 2018,170,155,4,325,109,IIT Guwahati,ECE,8.91,N/A,0 Mo
697,University of Southern California,Reject,Computer Engineering,Fall 2020,165,158,4,323,114,IIT Guwahati,ECE,7.36,N/A,16 Mo
698,Carnegie Mellon University,Admit,Mechanical Engineering,Fall 2020,168,156,4,324,106,IIT Guwahati,Mechanical Engineering,8.94,1,5 Mo
699,"Texas A&M University, College Station",Reject,Electrical Engineering,Fall 2019,166,149,4,315,101,IIT Guwahati,Physics,8.46,1,4 Mo
700,"University of Michigan, Ann Arbor",Reject,Computer Science,Fall 2020,170,156,4,326,110,IIT Guwahati,Mathematics,8.06,N/A,6 Mo
701,Pennsylvania State University,Admit,Data Analytics,Fall 2019,167,151,3,318,106,IIT Varanasi,Civil Engineering,7.85,N/A,0 Mo
702,"University of California, Irvine",Reject,Computer Engineering,Fall 2017,168,155,3,323,106,IIT Varanasi,ECE,8.08,1,17 Mo
703,Delft University of Technology,Reject,Aerospace Engineering,Fall 2020,168,152,4,320,104,IIT Varanasi,Mechanical Engineering,7.9,N/A,0 Mo
704,Georgia Institute of Technology,Reject,Civil Engineering,Fall 2019,167,162,4.5,329,113,IIT Varanasi,Civil Engineering,8.12,N/A,0 Mo
705,University of Cincinnati,Admit,Information Systems,Fall 2016,167,151,4,318,104,IIT Varanasi,Civil Engineering,8.33,N/A,0 Mo
706,"University of California, Los Angeles",Admit,Bioengineering,Fall 2019,170,158,4,328,106,IIT Varanasi,Biomedical Engineering,8.66,N/A,0 Mo
707,North Carolina State University,Admit,Electrical Engineering,Fall 2017,167,159,3,326,111,IIT Varanasi,ECE,8.51,N/A,43 Mo
708,"University of Colorado, Boulder",Admit,Mechanical Engineering,Fall 2020,168,153,5,321,118,IIT Varanasi,Mechanical Engineering,8.62,1,7 Mo
709,"University of Michigan, Ann Arbor",Reject,Mechanical Engineering,Fall 2015,168,162,4,330,114,IIT Varanasi,Mechanical Engineering,7.76,N/A,0 Mo
710,"University of Wisconsin, Madison",Reject,Computer Science,Fall 2019,168,160,3,328,110,IIT Varanasi,Computer Science,8.44,N/A,0 Mo
711,"University of Minnesota, Twin Cities",Admit,Business Analytics,Fall 2019,167,151,3,318,106,IIT Varanasi,Civil Engineering,7.85,N/A,0 Mo
712,"University of California, Irvine",Reject,Computer Science,Fall 2020,170,152,3,322,7.5,IIT Varanasi,Mechanical Engineering,7.57,N/A,26 Mo
713,Georgia Institute of Technology,Reject,Computer Science,Fall 2019,167,158,3.5,325,110,IIT Varanasi,Computer Science,9.15,3,0 Mo
714,Carnegie Mellon University,Reject,Computer Science,Fall 2018,170,160,4,330,N/A,IIT Varanasi,ECE,9.32,N/A,0 Mo
715,Ecole Polytechnique ,Reject,Computational Science & Engineering,Fall 2019,163,163,3.5,326,114,IIT Varanasi,Mechanical Engineering,9.36,3,6 Mo
716,"University of Michigan, Ann Arbor",Reject,Computer Science,Fall 2019,170,165,4,335,117,IIT Varanasi,Computer Science,8,N/A,31 Mo
717,"University of California, San Diego",Reject,Computer Science,Fall 2019,170,153,3.5,323,111,IIT Varanasi,EEE,8.61,N/A,30 Mo
718,"University of Minnesota, Twin Cities",Reject,Business Analytics,Fall 2018,166,152,4,318,N/A,IIT Varanasi,EEE,7.93,N/A,0 Mo
719,"University of Wisconsin, Madison",Admit,Computer Science,Fall 2019,163,163,3.5,326,114,IIT Varanasi,Mechanical Engineering,9.36,3,6 Mo
720,"University of California, San Diego",Reject,Mechanical Engineering,Fall 2020,168,153,5,321,118,IIT Varanasi,Mechanical Engineering,8.62,1,7 Mo
721,"University of California, Berkeley",Reject,EECS,Fall 2019,167,157,3.5,324,108,IIT Varanasi,EEE,8.64,N/A,17 Mo
722,"University of Massachusetts, Amherst",Admit,Computer Science,Fall 2016,169,160,4,329,117,IIT Varanasi,Computer Science,8.32,N/A,0 Mo
723,Cornell University,Reject,Computer Science,Fall 2016,167,153,4,320,108,IIT Varanasi,ECE,8.16,N/A,0 Mo
724,Carnegie Mellon University,Reject,Computer Science,Fall 2019,167,158,3.5,325,110,IIT Varanasi,Computer Science,9.15,3,0 Mo
725,Saarland University,Admit,Computer Science,Fall 2019,168,151,3.5,319,7.5,IIT Varanasi,Computer Science,7.54,N/A,30 Mo
726,Georgia Institute of Technology,Reject,Civil Engineering,Fall 2014,166,157,3.5,323,111,IIT Varanasi,Civil Engineering,8.4,N/A,0 Mo
727,"University of Texas, Austin",Reject,Computer Science,Fall 2018,170,160,4,330,N/A,IIT Varanasi,ECE,9.32,N/A,0 Mo
728,Virginia Tech University,Admit,Civil & Environmental Engineering,Fall 2019,167,162,4.5,329,113,IIT Varanasi,Civil Engineering,8.12,N/A,0 Mo
729,"University of Florida, Gainesville",Reject,Computer Science,Fall 2018,170,151,N/A,321,N/A,IIT Varanasi,Computer Science,7.8,N/A,30 Mo
730,"University of Maryland, College Park",Admit,Mechanical Engineering,Fall 2019,168,150,3,318,108,IIT Varanasi,EEE,7.47,0,20 Mo
731,University of British Columbia,Reject,Computer Science,Fall 2020,169,153,3.5,322,115,IIT Varanasi,ECE,9.13,N/A,30 Mo
732,"University of California, Los Angeles",Reject,Electrical Engineering,Fall 2017,167,156,0,323,105,IIT Varanasi,ECE,7.72,N/A,0 Mo
733,"State University of New York, Stony Brook",Admit,Computer Science,Fall 2019,152,164,3,316,93,IIT Varanasi,ECE,7.44,N/A,0 Mo
734,"University of California, San Diego",Admit,Computer Science,Fall 2020,169,154,3.5,323,107,IIT Varanasi,EEE,9.77,1,17 Mo
735,Delft University of Technology,Admit,Civil Engineering,Fall 2019,167,162,4.5,329,113,IIT Varanasi,Civil Engineering,8.12,N/A,0 Mo
736,Stanford University,Reject,Computer Science,Fall 2020,169,154,3.5,323,107,IIT Varanasi,EEE,9.77,1,17 Mo
737,University of Cincinnati,Admit,Business Analytics,Fall 2020,164,149,3,313,7,IIT Varanasi,Mining Engineering,76.1,N/A,23 Mo
738,University of Virginia,Reject,Data Science,Fall 2019,167,151,3,318,106,IIT Varanasi,Civil Engineering,7.85,N/A,0 Mo
739,"University of Minnesota, Twin Cities",Admit,Computer Science,Fall 2019,170,153,3.5,323,111,IIT Varanasi,EEE,8.61,N/A,30 Mo
740,"University of Texas, Austin",Reject,Electrical & Computer Engineering,Fall 2017,167,156,0,323,105,IIT Varanasi,ECE,7.72,N/A,0 Mo
741,Auburn University,Admit,Materials Science & Engineering,Fall 2013,169,167,N/A,336,N/A,IIT Varanasi,Metallurgical Engineering,89.4,0,0 Mo
742,"Texas A&M University, College Station",Admit,Civil Engineering,Fall 2019,167,162,4.5,329,113,IIT Varanasi,Civil Engineering,8.12,N/A,0 Mo
743,"University of Massachusetts, Amherst",Admit,Computer Science,Fall 2018,170,160,4,330,N/A,IIT Varanasi,ECE,9.32,N/A,0 Mo
744,Columbia University,Admit,Computer Science,Fall 2019,170,165,4,335,117,IIT Varanasi,Computer Science,8,N/A,31 Mo
745,University of Pennsylvania,Reject,Information Technology,Fall 2018,170,153,3.5,323,95,IIT Varanasi,EEE,8.02,N/A,0 Mo
746,Columbia University,Admit,Computer Science,Fall 2019,169,154,3,323,109,IIT Varanasi,Computer Science,9.57,2,0 Mo
747,"University of Colorado, Boulder",Admit,Electrical & Computer Engineering,Fall 2013,169,167,N/A,336,N/A,IIT Varanasi,Metallurgical Engineering,89.4,0,0 Mo
748,Ohio State University,Admit,Aerospace Engineering,Fall 2020,168,152,4,320,104,IIT Varanasi,Mechanical Engineering,7.9,N/A,0 Mo
749,New York University,Admit,Finance,Fall 2020,169,152,3.5,321,110,IIT Varanasi,Metallurgical Engineering,9.33,N/A,0 Mo
750,Georgia Institute of Technology,Reject,Electrical & Computer Engineering,Fall 2017,167,159,3,326,111,IIT Varanasi,ECE,8.51,N/A,43 Mo
751,New Jersey Institute of Technology,Admit,Data Science,Fall 2020,168,150,3,318,100,IIT Varanasi,EEE,7.13,N/A,0 Mo
752,Georgia Institute of Technology,Reject,Computer Science,Fall 2017,166,152,3.5,318,107,IIT Varanasi,Computer Science,8.25,N/A,0 Mo
753,"Indiana University, Bloomington",Admit,Data Science,Fall 2019,167,151,3,318,106,IIT Varanasi,Civil Engineering,7.85,N/A,0 Mo
754,"Purdue University, West Lafayette",Admit,Business Analytics and Information Syste,Fall 2020,166,158,4,324,N/A,IIT Varanasi,Information Technology,81,N/A,0 Mo
755,"University of Massachusetts, Amherst",Admit,Computer Science,Fall 2019,170,165,4,335,117,IIT Varanasi,Computer Science,8,N/A,31 Mo
756,Rensselaer Polytechnic Institute,Admit,Civil & Environmental Engineering,Fall 2014,166,157,3.5,323,111,IIT Varanasi,Civil Engineering,8.4,N/A,0 Mo
757,University of South Florida,Admit,Business Analytics and Information Syste,Fall 2016,167,151,4,318,104,IIT Varanasi,Civil Engineering,8.33,N/A,0 Mo
758,Georgia Institute of Technology,Admit,Supply Chain Management,Fall 2019,170,157,4,327,111,IIT Varanasi,Mechanical Engineering,9.03,N/A,12 Mo
759,"University of California, Davis",Reject,Computer Science,Fall 2018,170,153,3.5,323,95,IIT Varanasi,EEE,8.02,N/A,0 Mo
760,University of Southern California,Reject,Electrical Engineering,Fall 2017,167,156,0,323,105,IIT Varanasi,ECE,7.72,N/A,0 Mo
761,"University of North Carolina, Chapel Hill",Reject,Computer Science,Fall 2019,167,158,3.5,325,110,IIT Varanasi,Computer Science,9.15,3,0 Mo
762,Virginia Tech University,Admit,Industrial Engineering,Fall 2019,170,157,4,327,111,IIT Varanasi,Mechanical Engineering,9.03,N/A,12 Mo
763,"University of California, Irvine",Admit,Computer Networks,Fall 2017,168,152,3,320,103,IIT Varanasi,EEE,7.8,N/A,0 Mo
764,"University of California, San Diego",Admit,Electrical & Computer Engineering,Fall 2019,169,152,3.5,321,103,IIT Varanasi,ECE,9.21,N/A,0 Mo
765,Carnegie Mellon University,Reject,Computer Science,Fall 2017,166,152,3.5,318,107,IIT Varanasi,Computer Science,8.25,N/A,0 Mo
766,"University of Colorado, Boulder",Reject,Computer Science,Fall 2016,167,153,4,320,108,IIT Varanasi,ECE,8.16,N/A,0 Mo
767,Carnegie Mellon University,Reject,Machine Learning,Fall 2018,170,151,N/A,321,N/A,IIT Varanasi,Computer Science,7.8,N/A,30 Mo
768,Carnegie Mellon University,Admit,Robotics,Fall 2017,170,162,4,332,N/A,IIT Varanasi,EEE,9.07,N/A,0 Mo
769,Johns Hopkins University,Admit,Mechanical Engineering,Fall 2020,168,153,5,321,118,IIT Varanasi,Mechanical Engineering,8.62,1,7 Mo
770,"University of Michigan, Ann Arbor",Reject,Computer Science,Fall 2019,167,158,3.5,325,110,IIT Varanasi,Computer Science,9.15,3,0 Mo
771,"University of Maryland, College Park",Reject,Computer Science,Fall 2020,169,154,3.5,323,107,IIT Varanasi,EEE,9.77,1,17 Mo
772,"University of Massachusetts, Amherst",Admit,Computer Science,Fall 2019,169,154,3,323,109,IIT Varanasi,Computer Science,9.57,2,0 Mo
773,"University of California, San Diego",Reject,Computer Engineering,Fall 2017,168,155,3,323,106,IIT Varanasi,ECE,8.08,1,17 Mo
774,"University of Michigan, Ann Arbor",Admit,Industrial Engineering,Fall 2019,170,157,4,327,111,IIT Varanasi,Mechanical Engineering,9.03,N/A,12 Mo
775,"University of Texas, Dallas",Reject,Computer Science,Fall 2020,168,150,3,318,100,IIT Varanasi,EEE,7.13,N/A,0 Mo
776,Northeastern University,Reject,Data Science,Fall 2020,168,150,3,318,100,IIT Varanasi,EEE,7.13,N/A,0 Mo
777,"University of Texas, Austin",Reject,Computer Science,Fall 2017,166,152,3.5,318,107,IIT Varanasi,Computer Science,8.25,N/A,0 Mo
778,Virginia Tech University,Admit,Computer Engineering,Fall 2017,168,152,3,320,103,IIT Varanasi,EEE,7.8,N/A,0 Mo
